OBSID,LCITY,INCOME,WEEKEND,FEMSEX,ALONE,FREQ_AIR,FREQ_RAIL,IVTT_CAR,IVTT_AIR,IVTT_RAIL,OVTT_AIR,OVTT_RAIL,TCCAR,TCAIR,TCRAIL,chosen
2803,1,70,0,0,1,15,5,154,40,113,81,80,41.04,120.45,39.8,1
2804,1,45,0,1,0,15,5,154,40,113,81,80,41.04,120.45,39.8,1
2805,1,70,0,0,1,15,5,154,40,113,81,80,41.04,120.45,39.8,1
2806,1,35,0,0,1,15,5,154,40,113,81,80,41.04,120.45,39.8,1
2807,1,70,1,1,0,15,5,154,40,113,81,80,41.04,120.45,39.8,1
2808,1,70,0,0,1,15,5,141,40,132,85,80,39.14,123.2,41.45,3
2809,1,25,0,0,1,15,5,141,40,132,85,80,39.14,123.2,41.45,1
2810,1,70,0,0,1,15,5,141,40,132,85,80,39.14,123.2,41.45,1
2811,1,55,0,0,1,15,5,148,40,132,85,67,40.09,129.75,38.9,3
2812,1,70,0,0,1,15,5,148,40,132,85,67,40.09,129.75,38.9,3
2813,1,70,0,0,1,15,5,148,40,132,85,67,40.09,129.75,38.9,3
2814,1,70,0,0,1,15,5,148,40,132,85,67,40.09,129.75,38.9,1
2815,1,55,0,0,1,15,5,148,40,132,85,67,40.09,129.75,38.9,1
2816,1,45,0,0,0,15,5,148,40,132,85,67,40.09,129.75,38.9,1
2817,1,45,0,0,1,15,5,148,40,132,85,67,40.09,129.75,38.9,1
2818,1,70,0,0,1,15,5,149,40,132,98,85,41.42,129.55,42.4,1
2819,1,70,0,0,1,3,2,274,70,329,73,65,80.56,148.4,64.85,2
2820,1,70,0,0,1,3,2,278,70,356,81,73,81.13,149.4,65.4,2
2821,1,70,0,0,0,15,5,138,40,113,101,84,35.34,124.45,40.1,1
2822,0,70,0,0,0,3,2,262,70,356,101,77,75.43,153.4,65.7,1
2823,1,45,0,0,1,15,5,99,40,132,110,102,24.32,132.35,41.2,1
2824,1,45,1,0,1,15,5,99,40,132,110,102,24.32,132.35,41.2,1
2825,1,25,1,1,0,15,5,99,40,132,115,117,24.32,133.8,42.7,1
2826,1,35,0,0,0,15,5,106,40,132,125,120,25.27,135.4,44.2,1
2827,1,15,1,0,1,15,5,106,40,132,125,120,25.27,135.4,44.2,1
2828,0,5,0,0,1,15,5,85,40,132,145,180,20.33,135.8,47.2,1
2829,0,45,0,0,1,15,5,150,40,132,140,140,31.54,135.8,51.2,1
2830,0,45,0,0,1,15,5,143,40,132,145,150,37.05,132.4,46.2,1
2831,0,35,0,0,1,3,2,291,70,356,140,140,82.65,160,72.4,1
2832,0,70,1,0,1,15,5,148,40,132,97,90,40.09,130.2,49.65,1
2833,1,15,0,1,1,15,5,148,40,113,86,85,40.09,125.45,41.1,3
2834,1,70,0,0,1,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2835,1,45,0,0,1,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2836,1,55,0,0,1,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2837,1,55,0,0,0,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2838,1,45,0,0,1,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2839,1,70,0,0,1,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2840,1,55,0,0,0,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2841,1,45,0,0,1,15,5,148,40,113,86,85,40.09,125.45,41.1,1
2842,1,70,0,0,0,15,5,134,40,132,90,85,38.19,128.2,42.75,1
2843,1,70,0,1,1,15,5,134,40,132,90,85,38.19,128.2,42.75,1
2844,1,35,0,1,0,15,5,134,40,132,90,85,38.19,128.2,42.75,1
2845,1,55,1,0,1,15,5,134,40,132,90,85,38.19,128.2,42.75,1
2846,1,15,1,0,0,15,5,134,40,132,90,85,38.19,128.2,42.75,1
2847,1,70,0,0,1,15,5,141,40,132,93,80,39.14,128.85,42.2,1
2848,1,55,0,0,1,15,5,141,40,132,93,80,39.14,128.85,42.2,1
2849,1,45,1,0,1,15,5,141,40,132,90,72,39.14,134.75,40.2,3
2850,1,55,1,1,1,15,5,141,40,132,90,72,39.14,134.75,40.2,3
2851,1,70,0,0,1,15,5,141,40,132,90,72,39.14,134.75,40.2,2
2852,1,15,0,1,1,15,5,141,40,132,90,72,39.14,134.75,40.2,1
2853,1,23.2,0,0,1,15,5,141,40,132,90,72,39.14,134.75,40.2,1
2854,1,25,1,1,1,15,5,141,40,132,90,72,39.14,134.75,40.2,1
2855,1,35,0,0,1,15,5,141,40,132,100,85,39.14,135.3,41.2,1
2856,1,70,0,0,1,15,5,141,40,132,100,85,39.14,135.3,41.2,1
2857,1,55,0,0,1,15,5,141,40,132,95,87,39.14,136.2,41.7,1
2858,1,70,0,0,1,15,5,148,40,132,105,90,40.09,137.8,43.2,1
2859,1,25,1,1,1,15,5,148,40,132,105,90,40.09,137.8,43.2,1
2860,1,70,1,0,1,15,5,148,40,132,105,90,40.09,137.8,43.2,1
2861,0,35,0,0,1,15,5,117,40,132,125,150,29.83,138.2,46.2,1
2862,0,45,0,0,1,15,5,117,40,132,125,150,29.83,138.2,46.2,1
2863,0,70,0,0,1,15,5,148,40,132,99,90,41.8,134.2,42.2,3
2864,0,55,0,0,1,15,5,148,40,132,99,90,41.8,134.2,42.2,1
2865,0,35,0,0,1,15,5,148,40,132,99,90,41.8,134.2,42.2,1
2866,0,70,0,0,1,15,5,142,40,132,103,90,40.47,134.55,43.7,3
2867,0,45,0,0,1,15,5,142,40,132,103,90,40.47,134.55,43.7,1
2868,0,70,0,0,1,15,5,142,40,132,103,90,40.47,134.55,43.7,1
2869,0,70,0,0,0,15,5,142,40,132,103,90,40.47,134.55,43.7,1
2870,0,55,0,0,1,15,5,142,40,132,103,90,40.47,134.55,43.7,1
2871,0,55,0,0,1,15,5,142,40,132,103,90,40.47,134.55,43.7,1
2872,0,5,0,0,1,15,5,142,40,132,103,90,40.47,134.55,43.7,1
2873,0,70,0,0,1,15,5,142,40,132,103,90,40.47,134.55,43.7,1
2874,0,35,0,0,1,15,5,185,40,132,95,99,51.87,129.5,44.2,1
2875,0,70,0,1,0,15,5,185,40,132,95,99,51.87,129.5,44.2,1
2876,0,35,0,0,0,15,5,108,40,113,98,88,29.83,132,42.85,1
2877,0,15,0,1,1,15,5,130,40,113,110,105,34.77,138.2,45.2,1
2878,0,23.94,0,0,0,15,5,167,40,132,120,112,46.36,138.2,44.2,1
2879,0,15,0,0,1,15,2,211,40,380,155,70,62.32,138.2,58.2,1
2880,0,45,0,0,1,15,2,211,40,380,155,70,62.32,138.2,58.2,1
2881,0,25,0,0,1,3,2,267,70,329,78,70,79.61,153.4,66.15,3
2882,0,45,0,0,0,3,2,267,70,329,78,70,79.61,153.4,66.15,1
2883,0,70,0,0,0,3,2,267,70,329,78,70,79.61,153.4,66.15,1
2884,0,55,0,0,0,3,2,272,70,356,86,78,80.18,154.4,66.7,2
2885,0,70,1,1,1,3,2,272,70,356,86,78,80.18,154.4,66.7,2
2886,0,45,0,0,0,3,2,272,70,356,86,78,80.18,154.4,66.7,1
2887,0,55,0,0,0,3,2,272,70,356,86,78,80.18,154.4,66.7,1
2888,0,45,1,1,0,3,2,272,70,356,86,78,80.18,154.4,66.7,1
2889,0,45,1,0,1,3,2,280,70,356,95,90,81.32,162.4,70.4,2
2890,0,70,0,0,1,3,2,292,70,356,78,90,84.74,150.4,70.4,1
2891,0,55,0,0,0,3,2,388,70,356,90,90,106.97,162.4,70.4,1
2892,0,70,0,0,0,15,5,186,40,132,115,105,52.63,138.2,50.2,1
2893,0,35,0,1,0,15,5,185,40,132,120,115,53.58,138.2,52.2,1
2894,0,24.32,0,1,0,3,2,442,70,356,90,130,119.51,162.4,72.4,1
2895,0,35,0,0,1,3,2,442,70,356,90,130,119.51,162.4,72.4,1
2896,0,70,0,0,1,3,2,442,70,356,90,130,119.51,162.4,72.4,1
2897,1,55,0,0,1,15,5,259,40,113,116,115,60.61,125.45,42.1,1
2898,1,70,0,0,1,15,5,259,40,113,116,115,60.61,125.45,42.1,1
2899,1,70,0,0,0,15,5,259,40,113,116,115,60.61,125.45,42.1,1
2900,1,70,0,0,0,15,5,245,40,132,120,115,58.71,128.2,43.75,1
2901,1,25,0,0,1,15,5,245,40,132,120,115,58.71,128.2,43.75,1
2902,1,70,0,0,0,15,5,245,40,132,120,115,58.71,128.2,43.75,1
2903,1,35,0,0,1,15,5,252,40,132,120,102,59.66,134.75,41.2,1
2904,0,35,0,1,1,15,5,285,40,132,155,180,68.59,138.2,47.2,1
2905,0,70,0,0,1,15,5,285,40,132,155,180,68.59,138.2,47.2,1
2906,0,35,0,0,1,15,5,253,40,132,133,120,60.99,134.55,44.7,1
2907,0,55,0,0,1,15,2,322,40,380,185,100,82.84,138.2,59.2,1
2908,0,15,0,0,0,3,2,447,70,380,180,125,111.34,162.4,61.4,1
2909,0,55,0,1,0,3,2,383,70,356,116,108,100.7,154.4,67.7,1
2910,0,45,1,0,1,15,5,296,40,132,150,145,74.1,138.2,53.2,1
2911,0,5,1,1,1,3,2,553,70,356,120,160,140.03,162.4,73.4,3
2912,0,55,0,0,1,16,3,116,46,120,180,90,26.98,155.3,38.6,1
2913,0,35,0,1,1,16,3,116,46,120,180,90,26.98,155.3,38.6,1
2914,0,35,0,0,1,16,3,116,46,120,180,90,26.98,155.3,38.6,1
2915,0,25,0,0,1,16,3,116,46,120,180,90,26.98,155.3,38.6,1
2916,0,45,0,0,1,16,3,116,46,120,180,90,26.98,155.3,38.6,1
2917,0,45,0,0,1,16,3,249,46,193,103,110,57.19,143.3,56.6,1
2918,0,35,0,0,1,16,3,238,46,120,155,150,59.47,155.3,43.8,1
2919,0,45,0,0,1,16,3,146,46,120,175,83,39.71,155.3,38.6,1
2920,0,70,0,0,0,16,3,146,46,120,175,83,39.71,155.3,38.6,1
2921,0,45,0,0,0,16,3,146,46,120,175,83,39.71,155.3,38.6,1
2922,0,35,0,0,0,16,3,146,46,120,175,83,39.71,155.3,38.6,1
2923,0,55,0,0,1,16,3,207,46,170,98,88,53.58,145.3,48.6,1
2924,0,45,0,0,1,16,3,207,46,170,98,88,53.58,145.3,48.6,1
2925,0,45,0,0,0,16,3,207,46,170,98,88,53.58,145.3,48.6,1
2926,0,55,0,0,1,16,3,203,46,166,98,83,57,146.3,52.35,1
2927,0,45,0,0,1,16,3,203,46,166,98,83,57,146.3,52.35,1
2928,0,70,0,0,0,16,3,207,46,193,106,91,57.57,147.3,52.9,1
2929,0,45,0,0,1,16,3,207,46,193,106,91,57.57,147.3,52.9,1
2930,0,70,0,0,0,16,3,207,46,193,106,91,57.57,147.3,52.9,1
2931,0,70,0,0,1,16,3,207,46,193,106,91,57.57,147.3,52.9,1
2932,0,70,0,0,1,16,3,207,46,193,106,91,57.57,147.3,52.9,1
2933,0,25,0,0,1,16,3,215,46,193,115,103,58.71,155.3,56.6,3
2934,0,70,0,0,0,16,3,183,46,120,150,143,45.22,155.3,43.8,1
2935,0,70,0,0,1,16,3,183,46,120,150,143,45.22,155.3,43.8,1
2936,0,55,0,0,0,16,3,183,46,120,150,143,45.22,155.3,43.8,1
2937,0,70,0,0,0,16,3,326,46,193,130,133,88.16,155.3,58.1,1
2938,0,55,0,0,0,16,3,377,46,193,110,143,96.9,155.3,58.6,1
2939,0,35,0,0,1,16,3,128,46,120,170,80,33.82,155.3,38.6,1
2940,0,45,0,0,1,16,3,128,46,120,170,80,33.82,155.3,38.6,1
2941,0,45,0,0,1,16,3,188,46,193,101,88,51.68,147.3,52.9,3
2942,0,70,0,1,1,16,3,188,46,193,101,88,51.68,147.3,52.9,1
2943,0,70,0,0,1,16,3,188,46,193,101,88,51.68,147.3,52.9,1
2944,0,35,0,0,1,16,3,188,46,193,101,88,51.68,147.3,52.9,1
2945,0,45,0,0,1,16,3,164,46,120,145,140,39.33,155.3,43.8,1
2946,0,45,0,1,1,16,3,164,46,120,145,140,39.33,155.3,43.8,1
2947,0,45,0,0,1,16,3,142,46,120,125,95,37.05,155.3,39.8,1
2948,0,70,0,0,1,16,3,142,46,120,125,95,37.05,155.3,39.8,1
2949,0,35,0,0,0,16,3,142,46,120,125,95,37.05,155.3,39.8,1
2950,0,55,0,0,1,16,3,156,46,120,180,95,38,155.3,40.6,1
2951,0,15,0,0,0,16,3,156,46,120,180,95,38,155.3,40.6,1
2952,0,70,0,0,1,16,3,281,46,120,175,120,66.5,155.3,42.8,1
2953,0,70,0,1,0,16,3,281,46,120,175,120,66.5,155.3,42.8,1
2954,0,25,0,0,1,16,3,281,46,120,175,120,66.5,155.3,42.8,1
2955,0,55,0,0,0,16,3,212,46,166,103,95,55.29,146.3,54.35,1
2956,0,55,0,1,0,16,3,217,46,193,111,103,55.86,147.3,54.9,1
2957,0,70,0,0,1,16,3,217,46,193,111,103,55.86,147.3,54.9,1
2958,0,25,0,0,0,16,3,237,46,193,103,115,60.42,143.3,58.6,1
2959,0,70,0,1,0,16,3,333,46,193,115,115,82.65,155.3,58.6,1
2960,0,55,0,0,1,16,3,193,46,120,155,155,43.51,155.3,45.8,1
2961,0,45,0,0,1,16,3,225,46,193,110,115,56.62,147.3,58.6,1
2962,0,45,0,0,1,16,3,225,46,193,110,115,56.62,147.3,58.6,1
2963,0,35,0,0,1,16,3,387,46,193,115,155,95.19,155.3,60.6,1
2964,0,35,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2965,0,35,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2966,0,35,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2967,0,55,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2968,0,45,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2969,0,35,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2970,0,55,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2971,0,45,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2972,0,15,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2973,0,25,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2974,0,70,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2975,0,70,0,0,1,16,3,100,46,120,162,70,26.03,147.3,38.05,1
2976,0,70,0,1,1,16,3,225,46,120,157,95,54.53,147.3,40.25,1
2977,0,45,0,0,1,16,3,225,46,120,157,95,54.53,147.3,40.25,1
2978,0,70,0,1,0,16,3,156,46,166,85,70,43.32,138.3,51.8,3
2979,0,45,0,0,1,16,3,156,46,166,85,70,43.32,138.3,51.8,2
2980,0,45,0,0,0,16,3,156,46,166,85,70,43.32,138.3,51.8,1
2981,0,55,0,0,1,16,3,156,46,166,85,70,43.32,138.3,51.8,1
2982,0,70,0,0,1,16,3,161,46,193,93,78,43.89,139.3,52.35,1
2983,0,55,0,0,0,16,3,161,46,193,93,78,43.89,139.3,52.35,1
2984,0,55,0,0,1,16,3,161,46,193,93,78,43.89,139.3,52.35,1
2985,0,5,0,0,1,16,3,161,46,193,93,78,43.89,139.3,52.35,1
2986,0,45,0,0,1,16,3,161,46,193,93,78,43.89,139.3,52.35,1
2987,0,55,0,0,0,16,3,161,46,193,93,78,43.89,139.3,52.35,1
2988,0,25,0,0,1,16,3,181,46,193,85,90,48.45,135.3,56.05,1
2989,0,55,0,0,1,16,3,181,46,193,85,90,48.45,135.3,56.05,1
2990,0,45,0,0,1,16,3,181,46,193,85,90,48.45,135.3,56.05,1
2991,0,70,0,0,0,16,3,181,46,193,85,90,48.45,135.3,56.05,1
2992,0,45,0,0,1,16,3,137,46,120,137,130,31.54,147.3,43.25,1
2993,0,55,0,0,0,16,3,115,46,120,117,85,29.26,147.3,39.25,1
2994,0,25,0,0,0,16,3,115,46,120,117,85,29.26,147.3,39.25,1
2995,0,45,0,0,1,16,3,115,46,120,117,85,29.26,147.3,39.25,1
2996,0,15,0,0,1,16,3,221,46,193,127,110,61.18,147.3,57.05,1
2997,0,70,0,0,1,16,3,221,46,193,127,110,61.18,147.3,57.05,1
2998,0,35,0,0,0,16,3,168,46,193,92,90,44.65,139.3,56.05,1
2999,0,70,0,0,1,16,3,168,46,193,92,90,44.65,139.3,56.05,1
3000,0,70,0,0,1,16,3,331,46,193,97,130,83.22,147.3,58.05,1
3001,0,70,0,0,1,16,3,331,46,193,97,130,83.22,147.3,58.05,1
3002,0,5,0,0,0,16,3,331,46,193,97,130,83.22,147.3,58.05,1
3003,0,45,0,1,1,16,3,100,46,120,162,75,26.03,147.3,36.6,1
3004,0,70,0,0,0,16,3,100,46,120,162,75,26.03,147.3,36.6,1
3005,0,25,0,1,1,16,3,100,46,120,162,75,26.03,147.3,36.6,1
3006,0,55,0,0,1,16,3,100,46,120,162,75,26.03,147.3,36.6,1
3007,0,70,0,0,1,16,3,100,46,120,162,75,26.03,147.3,36.6,1
3008,0,25,0,1,1,16,3,225,46,120,157,100,54.53,147.3,38.8,1
3009,0,70,0,0,0,16,3,225,46,120,157,100,54.53,147.3,38.8,1
3010,0,70,0,0,1,16,3,156,46,166,85,75,43.32,138.3,50.35,3
3011,0,45,0,0,1,16,3,156,46,166,85,75,43.32,138.3,50.35,1
3012,0,55,0,1,0,16,3,161,46,193,93,83,43.89,139.3,50.9,3
3013,0,70,0,0,0,16,3,161,46,193,93,83,43.89,139.3,50.9,2
3014,0,70,1,0,1,16,3,161,46,193,93,83,43.89,139.3,50.9,2
3015,0,70,0,0,1,16,3,161,46,193,93,83,43.89,139.3,50.9,1
3016,0,55,0,0,1,16,3,161,46,193,93,83,43.89,139.3,50.9,1
3017,0,45,0,1,1,16,3,161,46,193,93,83,43.89,139.3,50.9,1
3018,0,70,0,0,1,16,3,161,46,193,93,83,43.89,139.3,50.9,1
3019,0,45,1,0,1,16,3,181,46,193,85,95,48.45,135.3,54.6,3
3020,0,55,0,0,1,16,3,115,46,120,117,90,29.26,147.3,37.8,1
3021,0,55,0,0,1,16,3,115,46,120,117,90,29.26,147.3,37.8,1
3022,0,29.23,0,0,1,16,3,221,46,193,127,115,61.18,147.3,55.6,1
3023,0,70,0,0,0,16,3,331,46,193,97,135,83.22,147.3,56.6,1
3024,1,15,0,0,0,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3025,1,25,0,1,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3026,1,70,0,0,0,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3027,1,35,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3028,1,31.96,0,0,0,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3029,1,70,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3030,1,45,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3031,1,70,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3032,1,70,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3033,1,70,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3034,1,70,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3035,1,35,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3036,1,55,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3037,1,35,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3038,1,15,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3039,1,55,0,0,0,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3040,1,45,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3041,1,55,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3042,1,55,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3043,1,45,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3044,1,55,0,0,1,16,3,100,46,120,151,70,26.03,142.55,32.95,1
3045,1,55,0,0,1,16,3,225,46,120,146,95,54.53,142.55,35.15,1
3046,1,70,0,0,1,16,3,225,46,120,146,95,54.53,142.55,35.15,1
3047,1,35,0,0,0,16,3,225,46,120,146,95,54.53,142.55,35.15,1
3048,1,35,0,0,1,16,3,161,46,170,74,75,39.9,132.55,42.95,1
3049,1,55,0,0,1,16,3,161,46,170,74,75,39.9,132.55,42.95,1
3050,1,5,0,0,0,16,3,161,46,170,74,75,39.9,132.55,42.95,1
3051,1,35,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,3
3052,1,70,0,1,1,16,3,156,46,166,74,70,43.32,133.55,46.7,2
3053,1,45,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,2
3054,1,70,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,2
3055,1,70,1,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,2
3056,1,25,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3057,1,35,0,1,1,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3058,1,35,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3059,1,70,0,0,0,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3060,1,70,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3061,1,70,0,0,0,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3062,1,15,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3063,1,35,0,0,1,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3064,1,55,0,0,0,16,3,156,46,166,74,70,43.32,133.55,46.7,1
3065,1,70,0,1,1,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3066,1,70,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3067,1,70,0,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3068,1,70,0,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3069,1,55,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3070,1,70,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3071,1,70,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3072,1,25,0,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3073,1,70,1,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3074,1,70,1,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3075,1,35,1,1,0,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3076,1,45,1,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3077,1,25,1,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,2
3078,1,70,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3079,1,25,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3080,1,55,0,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3081,1,45,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3082,1,70,0,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3083,1,45,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3084,1,55,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3085,1,55,0,0,0,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3086,1,35,0,0,1,16,3,161,46,193,82,78,43.89,134.55,47.25,1
3087,1,70,0,1,1,16,3,168,46,193,91,90,45.03,142.55,50.95,1
3088,1,45,0,0,0,16,3,181,46,193,74,90,48.45,130.55,50.95,2
3089,1,35,0,0,0,16,3,181,46,193,74,90,48.45,130.55,50.95,1
3090,1,35,0,0,1,16,3,181,46,193,74,90,48.45,130.55,50.95,1
3091,1,70,0,0,1,16,3,277,46,193,86,90,70.68,142.55,50.95,1
3092,1,25,0,0,0,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3093,1,45,0,0,1,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3094,1,45,0,0,1,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3095,1,45,0,0,1,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3096,1,55,0,0,1,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3097,1,45,0,1,1,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3098,1,70,0,0,0,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3099,1,45,0,0,1,16,3,137,46,120,126,130,31.54,142.55,38.15,1
3100,1,45,0,0,1,16,3,115,46,120,106,85,29.26,142.55,34.15,1
3101,1,35,0,0,1,16,3,115,46,120,106,85,29.26,142.55,34.15,1
3102,1,70,0,1,1,16,3,115,46,120,106,85,29.26,142.55,34.15,1
3103,1,35,0,0,0,16,3,115,46,120,106,85,29.26,142.55,34.15,1
3104,1,45,0,0,1,16,3,115,46,120,106,85,29.26,142.55,34.15,1
3105,1,55,0,0,1,16,3,115,46,120,106,85,29.26,142.55,34.15,1
3106,1,70,0,0,1,16,3,115,46,120,106,85,29.26,142.55,34.15,1
3107,1,25,0,0,1,16,3,221,46,193,116,110,61.18,142.55,51.95,1
3108,1,70,0,0,0,16,3,168,46,193,81,90,44.65,134.55,50.95,1
3109,1,70,0,0,1,16,3,168,46,193,81,90,44.65,134.55,50.95,1
3110,1,70,0,0,0,16,3,168,46,193,81,90,44.65,134.55,50.95,1
3111,1,45,0,0,1,16,3,168,46,193,81,90,44.65,134.55,50.95,1
3112,1,55,0,0,1,16,3,199,46,193,96,100,56.05,142.55,51.45,1
3113,1,35,0,0,0,16,3,331,46,193,86,130,83.22,142.55,52.95,1
3114,1,35,0,0,1,16,3,87,46,120,155,65,24.13,145.3,31.15,1
3115,1,70,0,0,1,16,3,87,46,120,155,65,24.13,145.3,31.15,1
3116,1,35,0,0,1,16,3,87,46,120,155,65,24.13,145.3,31.15,1
3117,1,55,0,0,0,16,3,87,46,120,155,65,24.13,145.3,31.15,1
3118,1,70,0,0,1,16,3,87,46,120,155,65,24.13,145.3,31.15,1
3119,1,55,0,0,0,16,3,87,46,120,155,65,24.13,145.3,31.15,1
3120,1,70,0,0,1,16,3,87,46,120,155,65,24.13,145.3,31.15,1
3121,1,15,0,1,1,16,3,211,46,120,150,90,52.63,145.3,33.35,1
3122,1,45,0,0,1,16,3,211,46,120,150,90,52.63,145.3,33.35,1
3123,1,70,0,0,1,16,3,143,46,166,78,65,41.42,136.3,44.9,3
3124,1,15,1,0,1,16,3,143,46,166,78,65,41.42,136.3,44.9,3
3125,1,15,0,0,1,16,3,143,46,166,78,65,41.42,136.3,44.9,1
3126,1,55,0,0,1,16,3,143,46,166,78,65,41.42,136.3,44.9,1
3127,1,70,0,0,1,16,3,143,46,166,78,65,41.42,136.3,44.9,1
3128,1,25,0,0,0,16,3,143,46,166,78,65,41.42,136.3,44.9,1
3129,1,55,0,0,0,16,3,143,46,166,78,65,41.42,136.3,44.9,1
3130,1,70,0,0,1,16,3,143,46,166,78,65,41.42,136.3,44.9,1
3131,1,55,0,0,1,16,3,143,46,166,78,65,41.42,136.3,44.9,1
3132,1,70,0,1,1,16,3,148,46,193,86,73,41.99,137.3,45.45,3
3133,1,70,0,0,1,16,3,148,46,193,86,73,41.99,137.3,45.45,3
3134,1,70,1,0,1,16,3,148,46,193,86,73,41.99,137.3,45.45,3
3135,1,45,1,0,1,16,3,148,46,193,86,73,41.99,137.3,45.45,3
3136,1,55,1,1,1,16,3,148,46,193,86,73,41.99,137.3,45.45,3
3137,1,45,0,0,0,16,3,148,46,193,86,73,41.99,137.3,45.45,2
3138,1,70,0,0,1,16,3,148,46,193,86,73,41.99,137.3,45.45,2
3139,1,70,0,0,1,16,3,148,46,193,86,73,41.99,137.3,45.45,2
3140,1,70,0,0,1,16,3,148,46,193,86,73,41.99,137.3,45.45,2
