CASE,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,VEHWRK,POPDENS,MALE,AGE,AGE45,HIGHINC,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR
470,1,0,1,1,0,0,0.2982,7.9,0.7,38.26,0,46,1,0,2.4,0.6,0.07595,1.44,2.76,0.81,0.10253,0.73,3,1.62,0.20506,1.25
471,1,0,2,0,1,0,1.8362,4,1,7.37,0,62,1,1,1.3,0.7,0.175,1.39,1.57,0.94,0.235,0.7,2.37,3.73,0.9325,2
472,1,0,1,1,0,0,1.8362,1.6,1.7,3.63,1,27,0,1,1.6,0.8,0.5,0.16,2.02,1.04,0.65,0.08,1.02,1.76,1.1,2.3
473,1,0,1,1,0,0,1.8362,34.2,2,3.1,1,29,0,0,4.2,0.2,0.00585,3.35,5.17,0.31,0.00906,1.68,6,4.92,0.14386,6.65
474,1,0,1,1,0,0,0.2982,5.6,2,39.36,1,35,0,0,1.7,0.7,0.125,3.09,1.99,0.94,0.16786,1.54,2.48,1.95,0.34821,1.25
475,1,0,2,0,1,0,0.2982,5.2,2,39.36,1,35,0,0,1.7,0.7,0.13462,3.05,2,0.92,0.17692,1.52,2.44,1.87,0.35962,1.25
476,1,0,1,1,0,0,1.8362,2.7,1,43.15,1,54,1,1,1.1,0.8,0.2963,0.26,1.35,1.03,0.38148,0.13,2.06,2.19,0.81111,0.75
477,1,0,1,1,0,0,1.8362,2.4,1,43.15,1,54,1,1,1.1,0.8,0.33333,0.24,1.36,1.04,0.43333,0.12,2.08,2.09,0.87083,0.75
478,1,0,1,1,0,0,1.8362,1,1,43.15,1,26,0,1,1,0.8,0.8,1.98,1.29,1.04,1.04,0.99,1.21,3.11,3.11,0.5
479,1,0,3,0,0,1,0.2982,6.9,2,17.68,0,57,1,0,1.9,0.8,0.11594,4.36,2.2,1.04,0.15072,2.18,2.09,2.27,0.32899,0.5
480,1,0,1,1,0,0,0.2982,6.8,2,17.68,0,57,1,0,1.7,0.8,0.11765,4.35,2,1.03,0.15147,2.18,2.88,2.63,0.38676,1.25
481,1,0,1,1,0,0,0.2982,4.8,1,9.7,1,62,1,0,1.1,0.6,0.125,3.7,1.41,0.8,0.16667,1.84,1.34,2.5,0.52083,1.25
482,1,0,1,1,0,0,0.2982,4.8,1,9.7,1,62,1,0,1.4,0.6,0.125,3.7,1.67,0.84,0.175,1.84,1.92,2.32,0.48333,1.25
483,1,0,2,0,1,0,0.2982,6.5,0.5,33.96,1,29,0,0,2.2,0.6,0.09231,2.49,2.55,0.81,0.12462,1.25,3.06,1.98,0.30462,1.35
484,1,0,1,1,0,0,0.2982,8,0.5,33.96,1,29,0,0,2.5,0.6,0.075,2.63,2.83,0.84,0.105,1.32,3.06,2.16,0.27,0.85
485,1,0,1,1,0,0,1.8362,8.4,1,14.18,0,36,0,0,1.8,0.3,0.03571,0.82,2.09,0.52,0.0619,0.41,3.63,5.53,0.65833,2.25
486,1,0,1,1,0,0,1.8362,11.3,2,40.84,0,29,0,0,1.7,0.4,0.0354,1.11,2.14,0.56,0.04956,0.56,4.21,4.02,0.35575,2.65
487,1,0,2,0,1,0,1.8362,32.5,2,40.84,0,29,0,0,4.4,0.4,0.01231,3.19,4.82,0.63,0.01938,1.59,8.25,3.61,0.11108,4.6
488,1,0,3,0,0,1,1.8362,1.3,1,24.35,0,59,1,0,0.5,0.4,0.30769,0.13,0.73,0.63,0.48462,0.07,0.37,2.29,1.76154,0.5
489,1,0,1,1,0,0,1.8362,1.1,0.3,16.72,1,44,0,0,0.3,0.6,0.54545,0.11,0.44,0.8,0.72727,0.06,0.24,1.47,1.33636,0.5
490,1,0,3,0,0,1,0.2982,3.8,1,44.43,0,49,1,0,1.5,1,0.26316,5.33,1.78,1.25,0.32895,2.66,0.57,1.48,0.38947,0.75
491,1,0,3,0,0,1,0.2982,3.8,1,44.43,0,49,1,0,1.3,1,0.26316,5.33,1.57,1.25,0.32895,2.66,0.6,1.74,0.45789,0.75
492,1,0,1,1,0,0,0.2982,1.5,0.5,44.43,0,41,0,0,0.4,0.6,0.4,0.37,0.59,0.81,0.54,0.18,0.2,1.22,0.81333,0.75
493,1,0,3,0,0,1,0.2982,1.5,0.5,44.43,0,41,0,0,0.5,0.6,0.4,0.37,0.73,0.84,0.56,0.18,0.2,1.12,0.74667,0.75
494,1,0,1,1,0,0,0.2982,3.6,0.5,21.68,0,26,0,1,1.1,0.8,0.22222,2.49,1.41,1.04,0.28889,1.24,1.52,1.94,0.53889,0.75
495,1,0,1,1,0,0,0.2982,6.4,0.3,32.1,1,42,0,0,2,0.7,0.10938,3.56,2.33,0.92,0.14375,1.78,2.23,1.74,0.27188,1.25
496,1,0,1,1,0,0,0.2982,6.3,0.3,32.1,1,42,0,0,1.7,0.7,0.11111,3.55,2.14,0.92,0.14603,1.78,2.85,2.4,0.38095,1.25
497,1,0,1,1,0,0,1.8362,5.8,1,14.2,0,40,0,0,1.7,0.5,0.08621,0.57,1.99,0.73,0.12586,0.28,4.74,3.08,0.53103,1.5
498,1,0,1,1,0,0,1.8362,5.2,1,14.2,0,40,0,0,1.6,0.5,0.09615,0.51,1.9,0.7,0.13462,0.26,2.35,3.23,0.62115,1.5
499,1,0,1,1,0,0,0.6426,6.7,1,15.95,1,36,0,0,1.8,0.4,0.0597,0.66,2.11,0.59,0.08806,0.33,2.53,3.27,0.48806,1.25
500,1,0,1,1,0,0,0.2982,8,1,15.95,1,36,0,0,2.5,0.8,0.1,5.74,2.83,1.04,0.13,2.87,2.04,3.43,0.42875,1.25
501,1,0,2,0,1,0,0.2982,6.1,0.5,16.39,0,29,0,1,1.9,0.7,0.11475,5.56,2.22,0.92,0.15082,2.78,2.77,1.32,0.21639,0.75
502,1,0,1,1,0,0,0.2982,8.3,0.5,14.18,1,62,1,0,1.8,0.7,0.08434,3.74,2.26,0.92,0.11084,1.88,1.89,2.41,0.29036,0.75
503,1,0,3,0,0,1,0.2982,7.6,1,30.77,0,27,0,0,2,0.5,0.06579,1.27,2.3,0.73,0.09605,0.64,2.18,1.44,0.18947,1.25
504,1,0,1,1,0,0,0.2982,8,1,30.77,0,27,0,0,2.2,0.5,0.0625,1.31,2.55,0.7,0.0875,0.66,2.2,1.21,0.15125,1.25
505,1,0,2,0,1,0,0.2982,6.5,0.8,19.91,1,58,1,1,1.5,0.7,0.10769,3.57,1.89,0.92,0.14154,1.79,1.8,3.83,0.58923,1.25
506,1,0,1,1,0,0,0.2982,5.2,0.8,19.91,1,58,1,1,1.9,0.7,0.13462,3.44,2.2,0.94,0.18077,1.73,1.83,3.04,0.58462,1.25
507,1,0,2,0,1,0,0.2982,6.2,1,32.1,1,37,0,0,1.9,0.8,0.12903,1.36,2.22,1.03,0.16613,0.68,2.92,1.93,0.31129,1.25
508,1,0,1,1,0,0,0.2982,6.3,1,32.1,1,37,0,0,2.3,0.8,0.12698,1.37,2.62,1.04,0.16508,0.69,3.47,2.16,0.34286,1.25
509,1,0,1,1,0,0,0.2982,6.7,1,4.12,1,47,1,0,1.9,0.5,0.07463,0.88,2.22,0.7,0.10448,0.44,1.44,2.68,0.4,1.75
510,1,0,1,1,0,0,0.2982,6.5,1,4.12,1,47,1,0,1.7,0.5,0.07692,0.86,2.14,0.68,0.10462,0.43,1.44,3.35,0.51538,2.4
511,1,0,1,1,0,0,0.6426,9,1,8.87,1,35,0,0,2.6,0.8,0.08889,0.88,3.23,1.04,0.11556,0.44,2.4,4.21,0.46778,1.65
512,1,0,1,1,0,0,0.6426,8.8,1,8.87,1,35,0,0,2.9,0.8,0.09091,0.86,3.3,1.03,0.11705,0.43,2.6,4.4,0.5,1.65
513,1,0,2,0,1,0,0.6426,14.8,0.5,11.75,1,39,0,0,2.2,0.3,0.02027,1.45,2.51,0.52,0.03514,0.29,6.55,4.67,0.31554,3.4
514,1,0,3,0,0,1,1.8362,4.3,1.5,2.51,1,46,1,0,1,0.3,0.06977,0.42,1.29,0.44,0.10233,0.21,0.97,3.86,0.89767,0.5
515,1,0,1,1,0,0,1.8362,4.7,1.5,2.51,1,46,1,0,1.1,0.3,0.06383,0.46,1.36,0.52,0.11064,0.23,0.99,3.72,0.79149,0.5
516,1,0,1,1,0,0,1.8362,7.9,1,10.81,0,35,0,1,1.5,0.8,0.10127,0.77,1.79,1.03,0.13038,0.39,1.2,3.78,0.47848,1.65
517,1,0,1,1,0,0,0.6426,5.1,1,8.14,1,33,0,0,1.3,0.4,0.07843,0.5,1.57,0.59,0.11569,0.25,1.16,3.21,0.62941,1.25
518,1,0,1,1,0,0,1.8362,12.4,2,2.7,1,40,0,1,2.7,0.6,0.04839,1.22,3.35,0.8,0.06452,0.61,3.84,3.57,0.2879,1.25
519,1,0,2,0,1,0,0.2982,6.6,1,13.8,1,25,0,0,1.9,0.6,0.09091,0.87,2.22,0.81,0.12273,0.44,2.88,2.03,0.30758,1.25
520,1,0,2,0,1,0,0.2982,14.2,1,6.14,1,26,0,0,2.8,0.8,0.05634,5.07,3.14,1.04,0.07324,2.53,4.18,1.64,0.11549,1.25
521,1,0,1,1,0,0,0.2982,13.1,1,6.14,1,26,0,0,2.7,0.8,0.06107,4.96,3.09,1.03,0.07863,2.48,3.87,1.7,0.12977,1.25
522,1,0,2,0,1,0,0.2982,14.2,1,6.14,0,29,0,0,2.2,0.8,0.05634,5.07,2.74,1.04,0.07324,2.53,4.08,2.56,0.18028,1.25
523,1,0,3,0,0,1,0.2982,13.1,1,6.14,0,29,0,0,2.7,0.8,0.06107,4.96,3.09,1.03,0.07863,2.48,3.87,1.68,0.12824,1.25
524,1,0,1,1,0,0,0.2982,5.3,0.5,11.95,1,44,0,0,1.5,0.6,0.11321,0.74,1.79,0.81,0.15283,0.37,2.64,1.75,0.33019,1.25
525,1,0,1,1,0,0,0.2982,5.5,0.5,11.95,1,44,0,0,1.6,0.6,0.10909,0.76,1.88,0.84,0.15273,0.38,2.56,2.13,0.38727,1.25
526,1,0,1,1,0,0,0.2982,5.1,1,6.57,1,25,0,0,1.3,0.6,0.11765,2.35,1.65,0.8,0.15686,1.18,1.72,3.05,0.59804,1
527,1,0,1,1,0,0,0.2982,5.1,1,6.57,1,25,0,0,1.3,0.6,0.11765,2.35,1.65,0.8,0.15686,1.18,2.31,2.45,0.48039,1
528,1,0,2,0,1,0,0.2982,4.6,0.5,22.63,0,31,0,0,1.1,0.5,0.1087,0.49,1.35,0.7,0.15217,0.25,2.14,5.61,1.21957,0.5
529,1,0,1,1,0,0,0.2982,4.8,0.5,22.63,0,31,0,0,1.2,0.5,0.10417,0.51,1.46,0.73,0.15208,0.25,1.32,9.22,1.92083,1.75
530,1,0,1,1,0,0,0.2982,5.2,0.5,22.63,1,35,0,0,1.9,0.8,0.15385,2.65,2.2,1.04,0.2,1.33,1.36,2.02,0.38846,0.75
531,1,0,3,0,0,1,0.2982,5.2,0.5,22.63,1,35,0,0,1.7,0.8,0.15385,2.65,2,1.03,0.19808,1.33,1.36,2.27,0.43654,0.75
532,1,0,1,1,0,0,0.2982,8.1,0.3,13.93,0,59,1,1,2.3,0.6,0.07407,0.91,2.65,0.81,0.1,0.46,2.38,5.33,0.65802,1.25
533,1,0,1,1,0,0,0.2982,7.9,0.3,13.93,0,59,1,1,2,0.6,0.07595,0.89,2.3,0.84,0.10633,0.45,1.87,6.04,0.76456,1.25
534,1,0,1,1,0,0,0.6426,6.3,0.3,13.93,1,56,1,1,1.6,0.3,0.04762,0.62,1.88,0.52,0.08254,0.31,5.24,2.96,0.46984,1.5
535,1,0,1,1,0,0,1.8362,8.6,1,4.01,1,25,0,1,1.4,0.2,0.02326,0.84,1.68,0.38,0.04419,0.42,7.04,7.65,0.88953,3.65
536,1,0,1,1,0,0,1.8362,8.9,1,4.01,1,27,0,1,2.2,0.4,0.04494,0.87,2.55,0.59,0.06629,0.43,5.93,3.27,0.36742,2.25
537,1,0,2,0,1,0,1.8362,10.5,1,4.01,1,60,1,1,2,0.4,0.0381,1.03,2.5,0.56,0.05333,0.52,5.91,3.27,0.31143,2.25
538,1,0,1,1,0,0,1.8362,30.8,1,11.14,0,57,1,0,6.1,0.3,0.00974,3.02,6.61,0.52,0.01688,1.51,6.17,4.51,0.14643,4.65
539,1,0,1,1,0,0,0.2982,4.9,0.5,19.88,1,58,1,0,1.3,0.6,0.12245,1.15,1.65,0.8,0.16327,0.58,1.78,4.04,0.82449,1.25
540,1,0,1,1,0,0,0.2982,25.2,0.5,11.95,1,46,1,0,4.2,0.3,0.0119,2.47,5.17,0.44,0.01746,1.24,2.89,5.81,0.23056,3.85
541,1,0,1,1,0,0,1.8362,14.9,0.67,1.43,1,49,1,1,2.4,0.3,0.02013,1.46,2.76,0.49,0.03289,0.73,5.62,5.54,0.37181,7
542,1,0,1,1,0,0,1.8362,15.3,0.67,1.43,1,49,1,1,2.2,0.3,0.01961,1.5,2.74,0.44,0.02876,0.75,4.94,6.89,0.45033,7
543,1,0,1,1,0,0,1.8362,14.9,0.67,1.43,1,27,0,1,2.4,0.3,0.02013,1.46,2.76,0.49,0.03289,0.73,5.62,5.54,0.37181,7
544,1,0,3,0,0,1,0.2982,13.6,0.8,3.77,0,23,0,1,2.9,0.6,0.04412,6.29,3.3,0.81,0.05956,3.15,2.42,2.69,0.19779,3.15
545,1,0,1,1,0,0,1.8362,3.6,1,11.75,1,28,0,0,0.9,0.3,0.08333,0.35,1.14,0.49,0.13611,0.18,2.22,3.04,0.84444,1
546,1,0,1,1,0,0,0.6426,1.7,0.8,14.51,0,19,0,0,0.5,0.4,0.23529,0.17,0.73,0.63,0.37059,0.09,0.46,2.63,1.54706,0.5
547,1,0,1,1,0,0,0.6426,3.6,0.5,14.2,1,29,0,0,1.1,0.5,0.13889,0.35,1.35,0.7,0.19444,0.17,2.63,2.92,0.81111,1.25
548,1,0,1,1,0,0,1.8362,7.4,1,10.68,1,34,0,0,1.7,0.5,0.06757,0.73,2.14,0.68,0.09189,0.36,3.33,4.02,0.54324,1.25
549,1,0,1,1,0,0,0.6426,8.9,1,8.67,1,28,0,0,2.1,0.7,0.07865,0.87,2.62,0.92,0.10337,0.43,2.41,2.33,0.2618,1.5
550,1,0,1,1,0,0,0.6426,10.5,1,8.67,1,28,0,0,2.8,0.6,0.05714,3.57,3.14,0.84,0.08,1.78,2.4,3,0.28571,0.75
551,1,0,3,0,0,1,0.2982,8.4,1,13.33,0,30,0,0,2.8,0.9,0.10714,4.5,3.14,1.15,0.1369,2.25,1.59,2,0.2381,0.75
552,1,0,1,1,0,0,0.2982,5.4,0.3,10.81,1,23,0,0,1.3,0.7,0.12963,1.2,1.57,0.92,0.17037,0.61,1.5,3.53,0.6537,0.5
553,1,0,3,0,0,1,0.2982,9.3,1,9.34,1,36,0,1,2.4,0.7,0.07527,5.87,2.76,0.92,0.09892,2.94,1.94,2.11,0.22688,3.15
554,1,0,1,1,0,0,0.2982,7.3,1,21.55,0,43,0,0,2.4,0.8,0.10959,4.4,2.76,1.03,0.1411,2.2,1.63,2.31,0.31644,0.75
555,1,0,2,0,1,0,1.8362,23.1,1,5.02,0,26,0,0,4.5,0.4,0.01732,2.26,4.93,0.63,0.02727,1.13,7.1,4.95,0.21429,3
556,1,0,3,0,0,1,0.2982,9.9,1,12.19,0,23,0,0,2.9,0.7,0.07071,5.93,3.25,0.94,0.09495,2.96,1.58,1.82,0.18384,2.15
557,1,0,3,0,0,1,0.2982,10.3,1,12.19,0,23,0,0,2.7,0.7,0.06796,5.97,3.09,0.92,0.08932,2.99,1.43,1.95,0.18932,1.35
558,1,0,1,1,0,0,0.2982,3.9,1,9.02,1,73,1,1,1.2,0.7,0.17949,1.05,1.46,0.94,0.24103,0.53,2.01,2.07,0.53077,0.5
559,1,0,1,1,0,0,0.2982,8.8,1,5.48,0,33,0,0,2.3,0.6,0.06818,1.39,2.87,0.8,0.09091,0.7,2.2,2.13,0.24205,1.65
560,1,0,1,1,0,0,1.8362,2.9,0.7,2.7,1,66,1,1,0.7,0.2,0.06897,0.28,0.92,0.38,0.13103,0.14,0.53,2.3,0.7931,1.1
561,1,0,3,0,0,1,0.2982,9.8,1,1.43,0,59,1,0,2.7,0.7,0.07143,5.92,3.04,0.94,0.09592,2.96,2.33,2.27,0.23163,1.95
562,1,0,3,0,0,1,0.2982,12.6,0.5,30.61,0,41,0,0,2.4,1,0.07937,6.19,2.99,1.29,0.10238,3.09,2.7,2.46,0.19524,1.9
563,1,0,1,1,0,0,0.2982,11,0.5,30.61,0,41,0,0,3.2,1,0.09091,6.04,3.56,1.25,0.11364,3.02,3,2.96,0.26909,1.9
564,1,0,1,1,0,0,0.2982,5.9,1,13.8,0,58,1,0,1.6,0.6,0.10169,0.8,1.9,0.81,0.13729,0.4,2.46,1.94,0.32881,1.25
565,1,0,1,1,0,0,0.2982,6.4,0.7,12.01,1,50,1,0,1.9,0.6,0.09375,0.75,2.2,0.84,0.13125,0.37,1.14,2.26,0.35313,0.75
566,1,0,3,0,0,1,0.2982,6.9,0.7,12.01,1,50,1,0,1.3,0.6,0.08696,0.8,1.65,0.8,0.11594,0.4,1.17,2.21,0.32029,0.75
567,1,0,1,1,0,0,0.6426,6.3,1,21.55,0,30,0,0,1.9,0.8,0.12698,0.62,2.22,1.03,0.16349,0.31,2.05,1.86,0.29524,1.5
568,1,0,1,1,0,0,1.8362,4.3,1,14.62,0,35,0,0,1.2,0.5,0.11628,0.42,1.53,0.68,0.15814,0.21,1.84,3.02,0.70233,1
569,1,0,3,0,0,1,0.2982,11.9,2,10.68,1,37,0,0,4,0.8,0.06723,6.13,4.4,1.04,0.08739,3.06,2.15,2.15,0.18067,1.25
570,1,0,3,0,0,1,0.2982,12.1,2,10.68,1,37,0,0,3.4,0.8,0.06612,6.15,3.85,1.03,0.08512,3.07,2.31,1.98,0.16364,2
571,1,0,1,1,0,0,1.8362,14.5,1,2.51,1,55,1,0,2,0.3,0.02069,1.42,2.5,0.44,0.03034,0.57,7.67,4.03,0.27793,3.75
572,1,0,1,1,0,0,0.6426,4.5,0.5,13.18,1,47,1,0,1.2,0.3,0.06667,0.44,1.46,0.49,0.10889,0.22,5.17,5.18,1.15111,4
573,1,0,2,0,1,0,0.2982,8.8,0.5,14.66,1,35,0,1,3.1,0.9,0.10227,5.82,3.46,1.15,0.13068,2.91,2,3.22,0.36591,1.65
574,1,0,1,1,0,0,0.2982,8.9,0.5,14.66,1,35,0,1,2.8,0.9,0.10112,5.83,3.2,1.14,0.12809,2.91,2.3,2.66,0.29888,1.65
575,1,0,1,1,0,0,1.8362,6.1,1.5,9.92,0,67,1,0,1.1,0.2,0.03279,0.6,1.41,0.31,0.05082,0.3,5.91,6.72,1.10164,2.75
576,1,0,1,1,0,0,1.8362,5.1,1.5,4.77,1,36,0,0,1.3,0.2,0.03922,0.5,1.57,0.38,0.07451,0.25,5.39,5.29,1.03725,3.25
577,1,0,1,1,0,0,1.8362,4.5,1.5,4.77,1,36,0,0,1.1,0.2,0.04444,0.44,1.41,0.31,0.06889,0.22,5.01,5,1.11111,3.25
578,1,0,1,1,0,0,0.2982,3.9,0.5,2,0,47,1,1,0.9,0.5,0.12821,0.38,1.14,0.7,0.17949,0.19,1.2,1.46,0.37436,0.5
579,1,0,3,0,0,1,0.2982,4.1,0.5,2,0,47,1,1,1,0.5,0.12195,0.4,1.25,0.73,0.17805,0.2,1.17,1.55,0.37805,0.5
580,1,0,1,1,0,0,1.8362,15.8,2,5.61,0,23,0,0,3.6,0.4,0.02532,1.55,3.98,0.63,0.03987,0.78,4.91,4.82,0.30506,2.25
581,1,0,3,0,0,1,0.2982,7.4,0.5,18.95,1,63,1,0,2.7,0.9,0.12162,4.41,3.09,1.14,0.15405,2.2,2.61,1.42,0.19189,0.75
582,1,0,2,0,1,0,0.2982,6.8,0.5,18.95,1,63,1,0,2.6,0.9,0.13235,4.35,2.93,1.15,0.16912,2.18,2.84,1.7,0.25,0.75
583,1,0,3,0,0,1,0.2982,7.2,1.3,21.55,1,24,0,0,1.7,0.6,0.08333,3.25,2.14,0.8,0.11111,1.62,2.12,3.42,0.475,0.75
584,1,0,1,1,0,0,1.8362,10.5,1,8.59,0,33,0,0,2,0.5,0.04762,1.03,2.5,0.68,0.06476,0.52,2.71,3.27,0.31143,1.5
585,1,0,2,0,1,0,0.2982,9.1,1,13.74,1,36,0,1,1.9,0.8,0.08791,4.57,2.38,1.04,0.11429,2.29,1.78,2.18,0.23956,0.75
586,1,0,1,1,0,0,1.8362,23.6,1,2.51,1,37,0,1,3.5,0.2,0.00847,2.31,3.95,0.38,0.0161,1.16,8.34,3.83,0.16229,4
587,1,0,1,1,0,0,1.8362,24,1,2.51,1,37,0,1,3.1,0.2,0.00833,2.35,3.84,0.31,0.01292,1.18,7.14,4.13,0.17208,4
588,1,0,1,1,0,0,0.6426,21.3,1,5.61,1,49,1,0,3.6,0.2,0.00939,2.09,4.44,0.31,0.01455,1.04,7.29,4.74,0.22254,4.65
589,1,0,1,1,0,0,0.6426,21.3,1,5.61,0,43,0,0,3.6,0.2,0.00939,2.09,4.44,0.31,0.01455,1.04,7.23,4.74,0.22254,4.65
590,1,0,1,1,0,0,0.2982,8.4,1,9.75,1,52,1,0,1.6,0.6,0.07143,2.67,2.02,0.8,0.09524,1.34,1.2,4.57,0.54405,1.65
591,1,0,2,0,1,0,0.2982,10.1,1,9.75,1,52,1,0,1.6,0.6,0.05941,2.84,1.9,0.81,0.0802,1.42,1.29,3.98,0.39406,2.4
592,1,0,1,1,0,0,0.2982,4.6,0.5,20.22,0,26,0,0,1.3,0.6,0.13043,0.67,1.57,0.84,0.18261,0.34,2.1,2.69,0.58478,0.5
593,1,0,1,1,0,0,0.2982,9.3,1,13.8,0,29,0,0,2.1,0.8,0.08602,5.87,2.62,1.04,0.11183,2.94,3.14,3.32,0.35699,1.25
594,1,0,2,0,1,0,0.2982,9.3,1,13.8,0,29,0,0,2.4,0.8,0.08602,5.87,2.76,1.03,0.11075,2.94,3.68,1.81,0.19462,1.25
595,1,0,2,0,1,0,0.2982,7.8,1,12.01,1,51,1,0,1.6,0.8,0.10256,5.72,2.02,1.04,0.13333,2.86,1.21,2.56,0.32821,0.75
596,1,0,1,1,0,0,0.2982,10,0.5,11.9,1,44,0,0,1.7,0.7,0.07,3.91,2,0.92,0.092,1.96,1.68,3.28,0.328,2.25
597,1,0,1,1,0,0,0.2982,9,0.5,11.9,1,44,0,0,1.8,0.7,0.07778,3.81,2.09,0.94,0.10444,1.91,1.82,3.46,0.38444,2.65
598,1,0,1,1,0,0,1.8362,8.7,2,14.66,1,42,0,1,3,0.8,0.09195,0.85,3.35,1.04,0.11954,0.42,3.21,4.64,0.53333,1.25
599,1,0,1,1,0,0,1.8362,0.2,1,14.51,0,37,0,0,0.2,0.5,2.5,0.02,0.31,0.68,3.4,0.01,0.23,1.94,9.7,0.5
600,1,0,1,1,0,0,1.8362,0.2,1,14.51,0,37,0,0,0.2,0.5,2.5,0.02,0.31,0.68,3.4,0.01,0.41,1.15,5.75,0.5
601,1,0,1,1,0,0,1.8362,0.8,1,14.51,0,37,0,0,0.3,0.5,0.625,0.08,0.52,0.73,0.9125,0.04,0.73,0.95,1.1875,0.5
602,1,0,1,1,0,0,0.6426,3.7,0.7,7.19,1,50,1,1,0.9,0.5,0.13514,0.36,1.14,0.7,0.18919,0.18,1.5,1.6,0.43243,1.7
603,1,0,1,1,0,0,0.2982,6,1,8.38,1,26,0,0,1.9,0.7,0.11667,0.71,2.2,0.94,0.15667,0.35,3.13,2.52,0.42,1.25
604,1,0,2,0,1,0,0.2982,10.2,0.5,11.96,1,34,0,0,2,0.8,0.07843,5.96,2.5,1.04,0.10196,2.98,1.7,3.99,0.39118,1.65
605,1,0,3,0,0,1,0.2982,9.6,0.5,11.96,1,34,0,0,2.4,0.8,0.08333,5.9,2.76,1.03,0.10729,2.95,1.8,3.49,0.36354,1.65
606,1,0,1,1,0,0,0.2982,9.1,1,9.72,0,26,0,1,2.4,0.7,0.07692,5.85,2.76,0.92,0.1011,2.93,1.9,1.43,0.15714,1.25
607,1,0,3,0,0,1,0.2982,9.2,1,9.72,0,26,0,1,1.9,0.7,0.07609,5.86,2.38,0.92,0.1,2.93,1.89,3.01,0.32717,1.25
608,1,0,1,1,0,0,1.8362,6,1,4.84,1,38,0,0,1.4,0.4,0.06667,0.59,1.77,0.56,0.09333,0.29,3.05,4.29,0.715,1
609,1,0,2,0,1,0,0.6426,5.6,1,4.92,1,41,0,1,1.1,0.5,0.08929,0.55,1.41,0.68,0.12143,0.28,2.31,4.17,0.74464,0.5
610,1,0,1,1,0,0,0.6426,6.9,1,19.52,0,74,1,0,1.5,0.7,0.10145,0.68,1.89,0.92,0.13333,0.34,2.3,4.46,0.64638,1
611,1,0,1,1,0,0,0.2982,6.9,1,19.52,0,74,1,0,1.6,0.7,0.10145,2.53,1.9,0.92,0.13333,1.27,3.44,3.37,0.48841,1.3
612,1,0,1,1,0,0,1.8362,23.8,2,7.48,1,54,1,0,4.9,0.2,0.0084,2.33,5.35,0.42,0.01765,0.93,7.96,6.42,0.26975,2.75
613,1,0,1,1,0,0,0.6426,22.6,2,7.48,1,54,1,0,4.3,0.2,0.00885,2.21,4.82,0.38,0.01681,1.1,6.6,5.91,0.2615,2.25
614,1,0,1,1,0,0,1.8362,28.1,1.5,2.66,1,57,1,1,4.3,0.4,0.01423,2.75,4.72,0.63,0.02242,1.38,8.05,4.82,0.17153,3
615,1,0,2,0,1,0,1.8362,5.5,2,4.81,1,39,0,0,1,0.3,0.05455,0.54,1.29,0.44,0.08,0.27,2.75,1.24,0.22545,0.5
616,1,0,1,1,0,0,0.6426,6,1,7.65,0,42,0,1,1,0.4,0.06667,0.59,1.25,0.59,0.09833,0.29,3.89,5.03,0.83833,1.5
617,1,0,1,1,0,0,1.8362,3.3,2,5.03,0,25,0,0,0.8,0.3,0.09091,0.32,1.03,0.49,0.14848,0.16,1.23,3.13,0.94848,2.4
618,1,0,3,0,0,1,0.2982,6.7,1,8.59,0,65,1,1,1.6,0.6,0.08955,2.51,1.9,0.81,0.1209,1.26,1.76,2.08,0.31045,1.75
619,1,0,1,1,0,0,1.8362,6.2,1,11.95,1,62,1,0,2,0.6,0.09677,0.61,2.3,0.84,0.13548,0.3,2.07,3.38,0.54516,1.25
620,1,0,1,1,0,0,0.2982,9.6,2,14.51,0,43,0,0,1.9,0.6,0.0625,1.06,2.22,0.81,0.08438,0.53,2,2.3,0.23958,1
621,1,0,1,1,0,0,0.2982,9.1,2,14.51,0,43,0,0,2.2,0.6,0.06593,1.01,2.51,0.84,0.09231,0.51,2.7,2.3,0.25275,1
622,1,0,3,0,0,1,0.2982,8,1,21.86,0,23,0,0,2.3,0.7,0.0875,5.74,2.62,0.94,0.1175,2.87,2.83,1.5,0.1875,1.25
623,1,0,3,0,0,1,0.2982,8.1,1,21.86,0,23,0,0,2.2,0.7,0.08642,5.75,2.55,0.92,0.11358,2.88,2.73,1.36,0.1679,1.25
624,1,0,1,1,0,0,1.8362,7.5,0.5,14.51,0,30,0,0,1.7,0.3,0.04,0.74,2,0.49,0.06533,0.37,0.2,4.96,0.66133,1.25
625,1,0,1,1,0,0,0.2982,8.9,0.7,13.33,1,47,1,1,1.7,0.8,0.08989,5.83,2.14,1.04,0.11685,2.91,1.37,1.79,0.20112,0.75
626,1,0,3,0,0,1,0.2982,8.8,0.7,13.33,1,47,1,1,2.2,0.8,0.09091,5.82,2.55,1.03,0.11705,2.91,1.39,1.81,0.20568,0.75
